,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
64,64,фронтендер фронт энд разработчик,Новосибирск,,,Skyeng,2019-10-18T13:56:17+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"В команду массового рекрутинга преподавателей Skyteach самой крупной онлайн-школы английского языка Skyeng нужен фронтендер. Работа с нами – это не шаблонное выполнение инструкций, а возможность для развития и проявления инициативы. Круг обязанностей: HTML адаптивная и кроссбраузерная верстка страниц по psd - макетам. Изменение стилистики сайта в режиме реального времени. Создание landing page по дизайн-макетам. Верстка компонентов из макетов psd и figma. Используемые технологии: HTML5/CSS3 CSS animations Базовые знания JavaScript Умение использовать возможности CSS3 Кроссбраузерная и Адаптивная верстка из PSD макетов Опыт работы с препроцессорами lESS, SASS Опыт работы с git Знание Bootstrap 3 и 4 (использовании сетки) Понимание DOM Желание осваивать компетенции front-end разработки Мы предлагаем: Дрим-тим профессионалов. Знаем, все компании так пишут. Лучше посмотрим на твою реакцию через месяц работы с нами! Сложные и интересные задачи; Высокий уровень заработной платы; Оплачиваемый отпуск; Полный рабочий день; Удалённый график работы; Дружный и целеустремленный коллектив (особенно дружный).",,,,CSS3|HTML5|Less|Bootstrap|Sass|DOMObject|JavaScript|Лендинги
67,67,специалист по сопровождению 1с,Новосибирск,,,Новосибирский государственный университет,2019-10-14T07:03:11+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В отдел развития учетных систем НГУ требуется инженер-программист 1категории. Рассматриваем кандидатов с небольшим опытом работы, готовы обучить до специалиста высокого уровня. Обязанности: Сопровождение информационной системы НГУ на платформе 1С:Предприятие 8. Обучение и консультирование персонала, работающего с 1С. Проведение модификации и обновления программных модулей для функционирования существующих документов, отчетов, обработок бухгалтерского, оперативного и управленческого учета. Создание инструкций к существующим и разрабатываемым новым функциональным возможностям 1С. Создание дополнительного функционала информационной системы на платформе 1С: Предприятие. Требования: Высшее техническое образование. Опыт программирования на 1С от года. Опытный пользователь программных продуктов семейства Microsoft, ПП на базе 1С предприятие на уровне знания структуры конфигураций. Профессиональные знания и навыки: Знание типовых конфигураций 1С:Предприятие 8 (типовые решения для бюджетных и образовательных учреждений). Знание методологии ООП. Опыт работы с базами данных. Знание основ бухгалтерского учета приветствуется. Знание встроенного языка 1С: Предприятия 8 приветствуется. Наличие сертификатов 1С: Профессионал, Специалист приветствуется. Деловые и личностные качества: аналитический склад ума ответственность нацеленность на результат коммуникабельность грамотность речи гибкость лояльность стрессоустойчивость обучаемость Условия: Оформление в соответствии с ТК РФ (оплачиваемый отпуск, листок нетрудоспособности и пр.) Работа в команде профессионалов График работы следующий пн-чт: с 8:30 до 17:45, пт: с 8:30 до 16:30, сб-вс - выходные дни Конкурентный уровень заработной платы."," Высшее техническое образование. Опыт программирования на 1С от года. Опытный пользователь программных продуктов семейства Microsoft, ПП на базе 1С предприятие на уровне знания структуры конфигураций. Профессиональные знания и навыки: Знание типовых конфигураций 1С:Предприятие 8 (типовые решения для бюджетных и образовательных учреждений). Знание методологии ООП. Опыт работы с базами данных. Знание основ бухгалтерского учета приветствуется. Знание встроенного языка 1С: Предприятия 8 приветствуется. Наличие сертификатов 1С: Профессионал, Специалист приветствуется. Деловые и личностные качества: аналитический склад ума ответственность нацеленность на результат коммуникабельность грамотность речи гибкость лояльность стрессоустойчивость обучаемость "," Сопровождение информационной системы НГУ на платформе 1С:Предприятие 8. Обучение и консультирование персонала, работающего с 1С. Проведение модификации и обновления программных модулей для функционирования существующих документов, отчетов, обработок бухгалтерского, оперативного и управленческого учета. Создание инструкций к существующим и разрабатываемым новым функциональным возможностям 1С. Создание дополнительного функционала информационной системы на платформе 1С: Предприятие. "," Оформление в соответствии с ТК РФ (оплачиваемый отпуск, листок нетрудоспособности и пр.) Работа в команде профессионалов График работы следующий пн-чт: с 8:30 до 17:45, пт: с 8:30 до 16:30, сб-вс - выходные дни Конкурентный уровень заработной платы.",1С программирование|1С: Бухгалтерия|1С: Зарплата и управление персоналом|1С: Предприятие 8
73,73,backend developer,Новосибирск,,,МобайлДевелопмент (IceRock Development),2019-10-08T07:24:01+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"IceRock Development разрабатывает мобильные и Web приложения. Компания обладает обширной географией проектов (Россия, USA, Европа и т.д.), а наш подход к работе дает большой простор для осуществления сложных архитектурных решений. На текущий момент мы в поиске Backend developer-a к нам в компанию для работы удаленно. Чем ты будешь заниматься в нашей команде: Разрабатывать новые, а также поддерживать существующие web-приложения и интернет-проекты для Российских и международных заказчиков; Что мы хотим видеть у тебя: Отличное знание PHP; Знание и умение применять ООП, принципы проектирования; Знание SQL и опыт работы с MySQL, Postgres; Опыт написания, оптимизации и тестирования кода; Опыт работы с системами контроля версий (Git); Умение писать понятный, документированный код; Умение придерживаться стиля в коде. Будет плюсом: Опыт работы с HTML5/JS; Опыт разработки не только на PHP-платформе (Python, Node.js etc.); Опыт работы с REST API; Опыт работы с Java/Kotlin; Знакомство с современными NoSQL решениями (Redis, MongoDB, Memcached, etc); Опыт работы с Docker, понимание принципов контейнеризации; Опыт работы согласно концепции СI/CD. Возможности вместе с нами: Работа на интересных проектах с профессиональной командой; Полная занятость по индивидуальному графику из любого города; Получать достойную заработную плату. Если вы ищете удаленную работу и готовы пройти техническое интервью - ждем ваш отклик.",,,,PHP|yii2
74,74,специалист центра внедрения и сопровождения,Новосибирск,,,R-Style Softlab (Эр-Стайл Софтлаб),2019-10-18T16:34:52+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Сопровождение хранилища данных; Настройка бизнес-приложений; Консультации и обучения пользователей; Разработка проектной и пользовательской документации. Требования: Опыт работы в сфере разработки/внедрения/сопровождения ПО; Знание теории БД, практический опыт работы с БД, знание SQL на уровне написания запросов, понимания кода; Навыки разработки проектной и пользовательской документации; Навыки в разработке форм ОЦБ; Знание СУБД Oracle, MS SQL Server. Условия: Заработная плата официальная: оклад и достойные премии по результатам работы; Соблюдение ТК РФ; Корпоративное обучение; Добровольное Медицинское Страхование."," Опыт работы в сфере разработки/внедрения/сопровождения ПО; Знание теории БД, практический опыт работы с БД, знание SQL на уровне написания запросов, понимания кода; Навыки разработки проектной и пользовательской документации; Навыки в разработке форм ОЦБ; Знание СУБД Oracle, MS SQL Server. ", Сопровождение хранилища данных; Настройка бизнес-приложений; Консультации и обучения пользователей; Разработка проектной и пользовательской документации. , Заработная плата официальная: оклад и достойные премии по результатам работы; Соблюдение ТК РФ; Корпоративное обучение; Добровольное Медицинское Страхование.,SQL|MS SQL Server|MS SQL
75,75,qa специалист (тестировщик по),Новосибирск,,,ПаникАпп,2019-10-21T06:53:09+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы занимаемся разработкой корпоративных и клиентских мобильных приложений с 2012 года. Среди наших клиентов крупная сеть пиццерий Pizza Hut, Burger King, крупные сети медицинских учреждений. Также мы сотрудничаем со стартапами и разрабатываем приложения с использованием машинного обучения и компьютерного зрения. Сейчас команда готова принять QA специалиста для работы над качеством проектов. Чем предстоит заниматься: Составление и обновление планов тестирования Ручное тестирование мобильных и web-приложений Написание баг-репортов и их регистрация в системе, контроль за их исправлением Тестирование api Ведение тестовой документации Что ждем от кандидата: Опыт тестирования от полугода Уверенное знание теории, методологий тестирования ПО Понимание цикла разработки ПО Опыт составления и выполнения тестовых сценариев Умение четко и структурировано излагать свои мысли в письменном виде Дотошность и внимательность к мелочам Что будет приятным плюсом: Опыт работы с баг-трекинговыми системами (любыми) Понимание принципов работы клиент-серверной архитектуры (REST-сервисы, GET- и POST-запросы) Опыт тестирования API Мы предлагаем: Работа с проектами разной тематики и направленности Заработная плата, которая увеличивается, следуя за растущим качеством работы Полная занятость Гибкий график (можно иногда поработать из дома, из гостей, из леса, можно работать ночами, если так кому-то удобнее - главное вовремя выполнять задачи и быть на связи) Заработная плата рассчитывается из отработанных часов + премии Дружелюбный, молодой и весёлый коллектив Интересные проекты и задачи",,,,
76,76,qa engineer тестировщик,Новосибирск,,,AD.RU,2019-10-17T06:31:54+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы - AD.RU - крупный международный холдинг. Наша команда развивает проекты в сфере ADtech, HRtech, EDtech, B2C и Mobile и помогает значительно повысить капитализацию стартапов, используя уникальный маркетинговый опыт. В холдинге работает более 700 профессионалов, наши российские офисы расположены в Москве, Новосибирске, Воронеже, Калининграде, Туле, Ростове-на-Дону, Волгодонске. Представительские офисы в Лондоне и Сингапуре. В связи с активным расширением бизнеса и ростом пула задач мы приглашаем Вас присоединиться к нашей команде. Ваши Day-to-day задачи: Написание тест-кейсов; Ручное и нагрузочное тестирование по тест кейсам на определение соответствия функционала описанию истории; Автоматизация основных тест кейсов с помощью Selenium WebDriver (Java/JavaScript binding), чтобы минимизировать ручную работу в будущем; Участие в разработке. Требования: наличие теоретических и практических знаний по тестированию, его целям и видам; знание подходов к тестированию и тест-дизайну; опыт ведения необходимой в процессе тестирования документации; опыт тестирования Api сервисов; понимание разницы между интеграционным, функциональным и юнит тестированием; знание принципов работы веб-приложений. Будет плюсом: базовые знания программирования; желателен опыт работы с Swagger, Jira, Confluence. Нам важно, чтобы наш сотрудник работал в максимально комфортных условиях, для этого мы предлагаем: Возможность получить опыт/реализовать себя в международной digital компании с интернациональной командой в проектах от Америки до Китая; корпоративные занятия английским языком и возможность использовать язык в работе (наши коллеги в других странах говорят на английском); возможность посещать профильные внешние конференции по всему миру; Неизменный оклад и дополнительные бонусы согласно выполненному KPI, которые будут превышать Ваши ожидания; Комфортные условия работы в одном из наших офисов г. Новосибирска, по улице Коммунистическая улица, 6, м. Площадь Ленина; Гибкий график: возможность расстаться с утренними пробками; Официальное трудоустройство с первого дня по ТК РФ (все соц. выплаты согласно ТК РФ)",,,,Нагрузочное тестирование|Тестирование|Test case
78,78,веб разработчик frontend,Новосибирск,,,Моё дело,2019-09-23T10:53:32+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Компания &quot;Моё дело&quot; занимается разработкой одноименного облачного сервиса для комплексного ведения ​бухгалтерии. Чтобы охватить все тонкости этого процесса, мы постоянно расширяем функционал, и сейчас настал момент, когда занятых в этом деле рук в нашем офисе стало не хватать. В связи с этим мы ищем удаленных сотрудников на полную занятость, которым мы готовы доверить массу интересной и творческой работы. Что мы можем Вам предложить: Удаленная работа, полная занятость Продуктовая разработка, sсrum, аgile Интересные задачи, требующие творческого подхода Обучение внутри компании, оплачиваемое работодателем Пятидневная рабочая неделя Оформление согласно ТК РФ Стабильный доход, возможность роста зарплаты Возможности карьерного и профессионального роста! Вам предстоит: Реализация пользовательского интерфейса (frontend) облачного сервиса с использованием HTML, CSS, JavaScript Работа с системами контроля версий и таск трекинга Оценка времени выполнения поставленных задач Взаимодействие с сервером Continous Integration Общение с командой тестирования продукта Покрытие тестами написанного кода Ведение документации в Confluence Взаимодействие с аналитиками и методологами. Мы будем рады в Вас увидеть: Уверенное знание JavaScript, Html, Css Опыт работы с одним или несколькими фреймворками (React, Angular, Vue и т.п) Готовность заниматься как интересными, так и скучными задачами; Желание и умение работать в команде (у нас Scrum) Понимать, что такое асинхронность и как с ней работать Желание и умение общаться с дизайнерами, тестировщиками, аналитиками. Любопытство и любовь к новым технологиям. Желательно: Знание Node.js Английский для чтения Опыт работы с системами контроля версий (git) Опыт написания приложений с использованием Webpack, Babel Опыт работы с React (Mobx) Опыт тестирования клиентского приложения Использование Less / Sass / PostCSS Использование npm / yarn.",,,,
81,81,инженер программист математик data scientist,Новосибирск,,,i20,2019-10-10T20:06:41+0300,От 1 года до 3 лет,Удаленная работа,Проектная работа,"Обязанности: Разработка алгоритмов поведенческого анализа на базе результатов обработки видео изображения. Требования: Хорошая математическая подготовка (знание методов статистического анализа данных, построения математических моделей) Знание и опыт в Machine Learning, Deep Learning Знания и опыт программирования на Python, C++ Высокий уровень английского языка, позволяющий свободно читать и понимать научные статьи на английском Знания основных статистических пакетов python или R Опыт применения Data Mining для решения реальных бизнес-задач Знание методов машинного обучения Условия: Мы готовы рассмотреть варианты сотрудничества как в офисе так и удаленно позадачно"," Хорошая математическая подготовка (знание методов статистического анализа данных, построения математических моделей) Знание и опыт в Machine Learning, Deep Learning Знания и опыт программирования на Python, C++ Высокий уровень английского языка, позволяющий свободно читать и понимать научные статьи на английском Знания основных статистических пакетов python или R Опыт применения Data Mining для решения реальных бизнес-задач Знание методов машинного обучения ", Разработка алгоритмов поведенческого анализа на базе результатов обработки видео изображения. , Мы готовы рассмотреть варианты сотрудничества как в офисе так и удаленно позадачно,Геометрия|Математический анализ|Математическое моделирование|Математическая статистика|MATLAB|Статистический анализ|Аналитические исследования|SQL|Mathcad|C++|Python|Machine Learning|Deep Learning|Нейросети
85,85,qa тестировщик мобильных игр,Новосибирск,,,Dankolab,2019-10-20T09:54:48+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Dankolab - компания разработчик мобильных игр и приложений из Новосибирска. В связи с увеличением команды мы ищем опытного тестировщика. ВНИМАНИЕ! Уважаемые соискатели, обращаем Ваше внимание: мы ищем специалиста в штат, для работы в офисе компании в Новосибирске, не для удаленной работы. Основные задачи: — Тестировать игры и приложения на разных платформах и устройствах (IOS, Android); — Заводить задачи и ошибки в системе багтрекинга; — Вести документацию, составлять чек-листы, отчеты о тестировании функционала, тест-кейсы; — Проводить функциональное, интеграционное, исследовательское, регрессивное тестирование; Требования: — Опытный мобильный пользователь; — Усидчивость, внимательность и ответственность; — Желание развиваться в направлении тестирования и разработки; — Грамотная устная и письменная речь; Будет плюсом: — Владение английским на уровне Intermediate; — Понимание процессов разработки ПО; — Опыт работы тестировщиком; Работа в Dankolab - это: — Интересные проекты‚ творческая атмосфера в коллективе; — Удобный рабочий график (Рабочий день в рамках: 9:00 – 18:00; 10:00 – 19:00 или 11:00 – 20:00 на Ваш выбор); — Просторный и уютный офис в центре города, с вкусным кофе/чаем, снеками и другими плюшками; — Стабильная заработная плата; — Возможность карьерного и финансового роста.",,,,Тестирование|Функциональное тестирование|Тестирование пользовательского интерфейса|QA|Atlassian Jira|Регресионное тестирование|Atlassian Confluence
87,87,javascript (react react native) разработчик,Новосибирск,,,Integral,2019-10-08T08:16:07+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Наша компания является одной из первых в России, основным направлением которой является разработка решений на основе блокчейн-технологий: - разработка программной архитектуры децентрализованных приложений/платформ/сервисов; - создание новых и уникальных блокчейн-платформ (в том числе участие в open-source проектах); - разработка полного цикла децентрализованных решений, включая сопутствующие программные продукты, которые входят в экосистему децентрализованного решения (Frontend - мобильные и веб-приложения, Backend - middleware, многоуровневые сервисы, модули интеграции, cross-chain сервисы, etc). Чего мы ждем: От 1 года в front-end разработке; Владение ES6/ES7; Уверенные знания JavaScript и React/Redux; Опыт работы с Git; Опыт работы с: HTML, HTML5, CSS3, LESS/SASS; Webpack/Babel/PostCSS; Что мы предлагаем: Официальное трудоустройство, соблюдение ТК РФ; 100% Белая заработная плата; Работа в команде профессионалов; Просторный, новый, современный офис в самом центре Новосибирска (БЦ Айсберг); Чай‚ кофе для поддержания хорошего настроения",,,,JavaScript|HTML|CSS|CSS3|HTML5|React|React Native
89,89,системный аналитик,Новосибирск,,,ПРО ДЕВЕЛОПМЕНТ,2019-10-17T12:54:27+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Компания ПРО ДЕВЕЛОПМЕНТ является признанным лидером в сфере разработки специализированных ИТ решений для сегмента «автозапчасти». Основные направления деятельности компании связаны с разработкой платформы системной интеграции участников рынка, распределенных e-commerce систем и специализированных высоконагруженных экспертных сервисов. Компания представлена на рынках РФ, СНГ и ЕС, где ее клиентами являются бренды с мировым именем, лидеры рынка и крупные региональные операторы. Мы используем современные технологии при разработке решений enterprise уровня, которые охватывают весь информационный контур продуктов компании от решений для мобильных устройств и веб-интерфейсов вплоть до высоконагруженных серверных компонент, обрабатывающих большие объемы данных. У нас работает квалифицированная команда, способная к адекватной и продуктивной внутренней коммуникации, разделяющая ценности и дух совместной работы над сложными проектами. Наши сотрудники всегда готовы поделиться опытом и прийти на помощь коллегам. Ключевые члены команды – высококлассные специалисты, имеющие за плечами большой опыт работы в крупных международных проектах. Мы приглашаем Вас присоединиться к команде экспертов в области разработки высоконагруженных распределенных систем. Основная задача: Аналитика и декомпозиция задач разработчикам для проектов по автоматизации автобизнеса. Задачи: Анализ, формализация и согласование требований (пользовательских историй — User stories). Формирование согласованных сценариев тестирования. Участие в командной разработке: взаимодействие с дизайнерами, разработчиками, тестировщиками. Анализ выявленных несоответствий и формирование предложений по улучшению продукта. Участие в подготовке документации по продукту. Требования: Базовые знания принципов разработки ПО, проектирования пользовательских интерфейсов, интеграции приложений. Знание технологии Scrum/ Kanban/Waterfall. Умение формализовывать и структурировать информацию, представлять её на обсуждение. Опыт написания функциональных требований/бизнес-требований/технических спецификаций на разработку. Опыт работы в области разработки WEB-проектов. Личные и профессиональные качества: Умение достигать качественного результата в установленные сроки; Способность налаживать эффективные коммуникации в команде; Внимательность к деталям; Умение коротко, связно и грамотно говорить и писать; Умение презентовать идеи. Условия: Официальное трудоустройство; Внутреннее обучение, профессиональный рост; Дружный коллектив; Комфортные рабочие места; Гибкий график."," Базовые знания принципов разработки ПО, проектирования пользовательских интерфейсов, интеграции приложений. Знание технологии Scrum/ Kanban/Waterfall. Умение формализовывать и структурировать информацию, представлять её на обсуждение. Опыт написания функциональных требований/бизнес-требований/технических спецификаций на разработку. Опыт работы в области разработки WEB-проектов. Личные и профессиональные качества: Умение достигать качественного результата в установленные сроки; Способность налаживать эффективные коммуникации в команде; Внимательность к деталям; Умение коротко, связно и грамотно говорить и писать; Умение презентовать идеи. ",," Официальное трудоустройство; Внутреннее обучение, профессиональный рост; Дружный коллектив; Комфортные рабочие места; Гибкий график.",
91,91,системный аналитик,Новосибирск,,,Электронный город (ООО Новотелеком),2019-09-30T06:39:27+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Общение с заказчиком, написание и согласование требований; Общение с разработчиками по ТЗ; Тестирование и приёмка отчета; Написание инструкций, обучение пользователей; Ведение документации по отчетности. Аналитика отчетности - системные требования для разработки Требования: Опыт работы с БД Знание SQL Умение выделять главное из любого объема устной или письменной информации Умение слушать и слышать собеседника Опыт написания технических требований для разработчиков Условия: График работы: 5/2, с 09-00 до 18-00; Место работы: ул. Семьи Шамшиных; Заработная плата будет зависеть от умений и знаний кандидата Мы предлагаем дружный коллектив, профессиональный и личностный рост; официальное трудоустройство А также бонусы для сотрудников: бесплатный интернет и КТВ дома, возможность заниматься спортом (футбол, баскетбол, йога, бассейн) и много другое.", Опыт работы с БД Знание SQL Умение выделять главное из любого объема устной или письменной информации Умение слушать и слышать собеседника Опыт написания технических требований для разработчиков ," Общение с заказчиком, написание и согласование требований; Общение с разработчиками по ТЗ; Тестирование и приёмка отчета; Написание инструкций, обучение пользователей; Ведение документации по отчетности. Аналитика отчетности - системные требования для разработки "," График работы: 5/2, с 09-00 до 18-00; Место работы: ул. Семьи Шамшиных; Заработная плата будет зависеть от умений и знаний кандидата Мы предлагаем дружный коллектив, профессиональный и личностный рост; официальное трудоустройство А также бонусы для сотрудников: бесплатный интернет и КТВ дома, возможность заниматься спортом (футбол, баскетбол, йога, бассейн) и много другое.",
94,94,devops engineer,Новосибирск,,,МТС,2019-10-09T13:00:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Задачи: Поддерживать процессы разработки на виртуальной серверной инфраструктуре: продуктив, стейжинг, тестовые сервера. Участвовать в развитии и масштабировании инфраструктуры, контролировать её оптимальность. Участвовать в построении процессов быстрой качественной разработки, следить за повышением уровня стабильности продукта. Поддерживать системы контроля версий, процессы непрерывной интеграции и непрерывной поставки (CI/CD). Необходимо иметь: Опыт работы на позиции Devops. Экспертные знания linux, опыт работы с Ubuntu, RHEL. Опыт настройки и поддержки систем хранения версий: git, gitlab. Опыт настройки и поддержки систем управления конфигурациями: ansible, chef, puppet, salt. Опыт настройки и поддержки систем автоматизации разработки: jenkins, teamcity. Опыт администрирования СУБД: MySQL, Postgress, Oracle. Опыт настройки и поддержки систем мониторинга: zabbix, nagios, cacti. Опыт настройки apache, nginx. Опыт разработки на php5.6/7+. Опыт работы с jboss, tomcat, maven, ant. Владение скриптовыми языками для автоматизации (python, bash, golang, php). Будет плюсом: Опыт работы (настройка, установка): selenium webdrive, selenium grid, redis, memcache, rabbitmq, docker, docker-compose, kubernetes/docker-swarm, elasticsearch, logstash, kibana, grafana. Мы предлагаем: Стабильная белая заработная плата, премии. Скучно не будет - множество интересных и сложных проектов; Саморазвитие - мы сделали обучение доступным. Вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников. Развитие в компании - Вы сами выбираете: стать экспертом или руководителем. Здоровье своих сотрудников - ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж; Спорт - корпоративные соревнования по футболу, баскетболу и волейболу, различные спорт-программы или компенсация вашего фитнес-абонемента; Хороший отдых- отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно а также различные скидки на путешествия от наших партнеров; Возможности раскрыть талант - мы поддерживаем хобби сотрудников, у нас есть корпоративный театр и кукольный театр; Социальную ответственность - мы помогаем детям из детских домов, обучаем пенсионеров безопасному поведению в сети, сдаем кровь, очищаем парки от мусора на волонтерских субботниках и многое другое. Офис находится по адресу: город Новосибирск, станция метро Площадь Гарина - Михайловского, улица Красноярская 136.",,,,
