,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,Android,Android SDK,Java,Kotlin,ООП,Другое
1077,1077,android,Самара,65000.0,110000.0,Mercury Development,2019-10-17T08:16:18+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Mercury Development это: mobile, web, desktop и embedded разработка работа с крупными зарубежными стартапами более 250 специалистов высочайшей квалификации более 40 млн пользователей наших приложений по всему миру неоднократные попадания в Top AppStore и Google Play, упоминания в TechCrunch, Engadget, Gizmodo, Verge организация крупнейших IT конференций Самары Можно пройти собеседование в выходной и получить результат в тот же день, не отпрашиваясь с текущей работы Наши условия: Заработная плата, адекватная знаниям и опыту Социальный пакет и ДМС Оформление по ТК РФ У нас хорошо: Дружелюбные, опытные коллеги и заботливое начальство Уютный, просторный офис в центре города, удобная транспортная развязка Бесплатный спортзал в офисе и душ Крытая велопарковка Субсидирование профильных курсов и английского языка Гибкий график, главный принцип – работать с душой и пользой 40 часов в неделю Подъемные, в случае переезда Предоставление корпоративной квартиры на первый месяц работы Чеклист для соискателя: Работаю в QA не менее двух лет Я достаточно самостоятелен, чтобы разобраться самому в большинстве задач, в других случаях я вовремя попрошу помощи Могу участвовать в обучении новичков, если это необходимо Не забываю, что для качественной работы нужен продуманный тест план и грамотные проверки в чеклисте Оптимизирую свою работу с помощью техник тест дизайна Разбираюсь в тенденциях индустрии производства мобильных и носимых устройств Интересуюсь платформенными новостями Использую в работе эмуляторы, но не забываю, как важны реальные устройства в тестировании Apple HIG и Material Design — источники моего вдохновения Я знаком с процессом релиза приложений в маркеты на уровне требований Знаю, как измерить производительность приложений вооруженным глазом Умею читать и понимать логи приложений, знаю, где достать крэш логи для конкретных платформ Разбираюсь, как разыскивать утечки памяти Представляю себе разницу между нативными и гибридными приложениями Активно использую в тестировании такие инструменты, как Fiddler и Charles Багрепортинг и спецификации на английском не являются для меня проблемой Бонусом считается: Универсальный платформенный опыт (mobile, web, desktop) Опыт работы в Google Play Developer Console, App Store Connect, TestFlight Опыт работы с системами аналитики (Mixpanel, Google Analytics и другими) Участие в организации работы QA команды Знание SQL Навыки программирования на актуальных ЯП Опыт автоматизации тестов и нагрузочного тестирования Опыт настройки, работы с CI Уровень английского advanced и выше",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.13333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1117,1117,android,Самара,65000.0,110000.0,GSPD,2019-09-25T16:04:13+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Who We Are GSPD has been developing and launching individual software solutions for enterprises and start-ups from Russia, the USA and the UK, starting in 2014. What We Need GSPD is looking for a motivated and organized Mobile Software Engineer to join our product development team in Saratov or remotely . Applicants will be responsible for developing the brand new mobile application that will work offline &amp; online and use heavily maps &amp; location services. The ideal candidate possesses a firm background in native iOS or Android applications development and ready to experiment with Flutter. We consider Senior and Middle-level Mobile Engineers . About the Product We are building an e-commerce solution together with our client - a well funded technology start-up in San Francisco Bay Area that serves a growing global market of millions of hikers and backpackers. Web version of the product is already in production. In 2020 we plan to bring a native mobile app experience to our users. Flutter is planned to be used as a main framework for our mobile apps while we keep in mind a possibility of switching to &quot;native&quot; frameworks in case Flutter will not be enough for our requirements. The existing back-end based on microservices architecture, works heavily with geodata. Code is covered with automated tests. A strict sprint-based development process with continuous delivery is effectively implemented. Who We Think Will Be A Great Fit Required Skills Strong work ethic, common sense, positive attitude, Excellent organization and problem solving skills, ability to work as a part of an international team, Well-developed logical thinking and reasoning skills, Knowledge of data structures and related algorithms. Ability to synthesize optimal algorithms, 2+ years of experience with either iOS or Android: strong knowledge of Kotlin/Java or Swift, experience with Android SDK or Cocoa Touch, deep understanding of application lifecycle, practical experience in integration with RESTful APIs, understanding of principles of relational databases, specifically SQLite, Deep knowledge of object-oriented programming, software design patterns, including the following application architecture patterns: VIPER, MVP, MVI, MVVM, Written and verbal communication skills in English (intermediate level and higher), Ability to quickly learn and adapt to new requirements. Desired Skills Experience with both platforms iOS and Android, RxJava, RxKotlin or RxSwift, software version control systems i.e. Git, SVN, task/bug tracking systems i.e. Jira, YouTrack, Advanced written and verbal communication skills in English. Responsibilities Participate in all stages of software development lifecycle including design, development and testing of the system: Work collaboratively with business team. Propose solutions to improve business decision-making, Work with the business analyst to understand the user requirements and come up with software solutions, Design, build, and maintain mobile applications for iOS and Android, Develop automated tests, Conduct code reviews and coordinate code deployment to staging &amp; production, Work with operations team in monitoring and support of the product, Perform ongoing refactoring of code, utilizing visualization and other techniques to fast track concepts, and delivering continuous improvement, Cultivate knowledge and awareness of new technologies. Identify opportunities for adopting new technologies to solve existing needs and predicting future challenges, Manage your own time, and work well both independently and as part of a team. We Offer Strong sprint-based development process that involves obligatory automated tests development, CI/CD, scrum management responsibility rotation, Opportunity to learn from the experienced colleagues, Opportunity to work on a global product that serves thousands users from the North America and Western Europe, Competitive salary, Flexible working day, Office environment that is close to the New Embankment, Central Park, swimming pool and multiple fitness clubs.",Без требований,Без обязанностей,Без условий,Mobile Applications Development|iOS|Android|Flutter|Unit Testing|Design Patterns|Geographical Mapping Engines|Offline-first|Kotlin|Swift|Dart|SQLite|RESTful|Git|English Language,0.8666666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1107,1107,android,Самара,65000.0,110000.0,Mercury Development,2019-10-17T08:16:41+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"В компании Mercury Development открыта вакансия Lead Android Developer! Компания специализируется на разработке ПО для крупных зарубежных стартапов; над десятками интересных проектов у нас трудятся более 250 специалистов высочайшей квалификации. Нашими приложениями пользуются 40 млн человек по всему миру! Наши разработки неоднократно попадали в top AppStore и упоминались в TechCrunch, Engadget, Gizmodo. Наши офисы продаж расположены в Нью-Йорке, Майами, Атланте, а центры разработки в Самаре, Тольятти, Саратове и Казани. Приходи и создавай будущее вместе с нами! Мы пишем на Java и Kotlin, используем актуальные библиотеки (Room, Glide, Retrofit2), технологии (RxJava 2) и архитектурные решения (MVP, MVVM). Но также открыты и к любым другим библиотекам и фреймворкам. Наши условия: Заработная плата, адекватная знаниям и опыту Социальный пакет и ДМС Оформление по ТК РФ У нас хорошо: Дружелюбные, опытные коллеги и заботливое начальство Уютный, просторный офис в центре города, удобная транспортная развязка Бесплатный спортзал в офисе и душ Крытая велопарковка Субсидирование профильных курсов и английского языка Гибкий график, главный принцип – работать с душой и пользой 40 часов в неделю) Мы ищем Android разработчика, задачи которого: Формировать архитектуру будущего приложения Руководить командой разработчиков, координировать взаимодействие с другими командами Проводить технический анализ задач и оценку сроков реализации Следить за качеством кода (регулярный code review, понимание того, когда и зачем нужен рефакторинг) Требования: Знание и понимание принципов ООП Опыт командной разработки Android приложений не менее 4 лет, понимание принципов разработки Android приложений, жизненного цикла основных компонентов платформы Опыт параллельного и многопоточного программирования Опыт руководства командой из троих и более разработчиков Опыт применения средств автоматизации разработки (коллективное владение кодом, автоматизация сборки и тестирования, непрерывная интеграция и т.п.) Понимание основ проектирования баз данных, знание SQL Английский язык на уровне чтения технической документации",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.13333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1169,1169,android,Самара,80000.0,150000.0,Эквид,2019-10-21T13:31:04+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы помогаем людям начать своё дело в интернете и зарабатывать на нём. Для этого создаём простой и доступный конструктор интернет-магазинов, а в самарском офисе делаем самые лучшие мобильные приложения для управления онлайн-бизнесом. Кого ищем Оперившегося Android-разработчика, который знает Material Design, использует код-ревью, пишет на Kotlin и имеет опыт коммерческой разработки под Android от 2 лет. Идеальный кандидат любит участвовать в обсуждении и создании новых фич. Готов покрывать их тестами и фиксить баги. Что ожидаем Умение использовать Realm, MVP, Retrofit, RxJava Стремление писать элегантный и расширяемый код Желание оптимизировать рабочие процессы Что предлагаем Возможность самому распоряжаться своим временем. Можно работать из дома или приходить в офис к обеду, гулять среди рабочего дня, ходить в бассейн или к стоматологу, даже вздремнуть. Инструменты и вдохновение. Новенький Macbook Pro, душ, приставка, теннис, гриль, Волга, пляж и лучшие закаты в городе. Новые друзья — пивовары, бегуны, теннисисты и яхтсмены. Мы работаем как сумасшедшие, гоняем вместе за Волгу, помогаем друг другу переезжать и танцуем до утра.",Без требований,Без обязанностей,Без условий,Разработка ПО,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
170,170,android,Новосибирск,87000.0,160000.0,Тензор,2019-10-08T10:00:51+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Тензор – крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшна”. Проекты, в которых могут быть занято несколько десятков человек - программисты, проектировщики, тестировщики, релиз-инженеры и тд. В команду разработчиков проекта &quot;Коммуникатор&quot; требуется Android-разработчик. О проекте: Мобильное приложение &quot;Коммуникатор&quot; - это мессенджер для бизнес-сферы расширенного стандарта со своими видеозвонками, медиа-сообщениями (видео и звонками), а также диском для обмена данными между сотрудниками компании. Стек технологий: RxJava2, Dagger2, Retrofit; Архитектура на основе MVP + DI; Также в нашем приложении используется C++ ядро для работы с SQL с более эффективной отзывчивостью и скоростью обработки запросов, а также более расширенная версия чем андроидный SQLite. Мы ждём от Вас: опыт разработки под Android от 3-х лет; понимание паттернов архитектуры MVP и MVVM; отличное знание Java/Kotlin и Android SDK; опыт работы с Git, Dagger 2, RxJava. Будет плюсом: наличие своих проектов на github, или аналогичном сайте; опыт использования Kotlin и написания тестов JUnit; Мы предлагаем: оформление по ТК РФ; премии от 5 до 20% по итогам работы за месяц; проекты различной сложности по разработке программного обеспечения; опытную и постоянно развивающуюся команду профессиональных разработчиков; ДМС, компенсация занятий спортом; комфортный офис в центре города с зонами отдыха и корпоративной столовой; курсы английского языка; корпоративные праздники и различные совместные мероприятия.",Без требований,Без обязанностей,Без условий,Android SDK|SQL|ООП|Git|PostgreSQL|Java|Android,0.43333333333333335,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
569,569,android,Челябинск,100000.0,70000.0,МодульБанк,2019-10-14T11:16:28+0300,От 3 до 6 лет,Полный день,Полная занятость,"Привет! Мы делаем лучший банк для настоящих предпринимателей. MODULBANK это не просто банк или приложение, это полноценный партнер для бизнесмена. Простой, Мощный, Красивый. Наш центр разработки клиентских приложений в Уфе и Новосибирске - у нас уже есть сильная профессиональная команда, которая хочет расширяться. Backlog ломится от наших идей и продуктов. Мы ищем аndroid разработчика как в офис так и для удаленной работы. Мы тебя ждем, если ты - аndroid разработчик, влюбленный в свое дело - обладаешь опытом разработки мобильных приложений - желаешь взяться за создание самого лучшего на рынке банковского приложения, которое полюбят клиенты - любишь использовать в работе самые современные подходы и техники - интересуешься трендами в мобильной разработке Твои ключевые задачи - проектирование и проработка технических решений и архитектуры, их реализация - разработка и поддержка мобильного приложения на платформе Android - разработка удобного и понятного для пользователей интерфейса по макету предоставленному дизайнером - постоянное взаимодействие с другими командами, для совместного решения задач - участие в развитии команды: от улучшения процессов до найма новых сотрудников Обязательные знания/опыт - понимание современных тенденций в мобильной разработке - отличное знание Java/Kotlin и Android SDK; - знание ООП, паттернов проектирования ПО - знание шаблонов проектирования пользовательских интерфейсов - опыт анализа и профилирования приложений - опыт работы с сетевыми протоколами (HTTP, REST, JSON и др.) - опыт разработки клиент-серверных приложений - опыт написания unit тестов, понимание того как писать тестируемый код Желательно - опыт работы с библиотеками Moxy, Dagger2, RxJava2 - ссылки на проекты в Play Market, профили GitHub и StackOverflow - знание принципов Agile-разработки - умение работать с git, CI/CD системами Что мы предлагаем - молодая сильная команда. Мы собрались чтобы изменить банкинг для предпринимателей - гибкий график. Мы не работаем с 9 до 18, мы работаем на результат - финансовые пряники. Зарплата обсуждается по результатам собеседования. Нам нужны профессионалы, - обучение, семинары, тренинги, конференции, корпоративная библиотека. - ДМС - корпоративные скидки. Мы ценим - влюбленных в свое дело людей - командную работу - профессионализм.",Без требований,Без обязанностей,Без условий,Android|Java|SQL,0.2333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
122,122,android,Новосибирск,114250.0,126666.66666666669,Movavi,2019-10-04T14:47:18+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture, Movavi Clips - одни из самых популярных продуктов в мире, ими пользуются в 200 странах мира и помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать самый популярный софт для мультимедиа! Чем предстоит заниматься: разрабатывать мобильное приложение &quot;PDF-сканер&quot;; изучать и внедрять новые, современные технологии; проводить code-review. Для успешного выполнения задач тебе потребуется: опыт программирования на Java/Kotlin от 3-х лет; опыт разработки Android-приложений от 3-х лет; знание Android API 4.3 и выше. Будет круто, если: ты имеешь опыт применения Unit-тестирования, SOLID, CI; знаешь Dagger 2, RxJava, Architecture Components; используешь в работе MVP, MVVM, Clean Architecture; у тебя есть опыт работы с Git; у тебя есть опыт работы в командах, желательно Scrum/Agile. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. А еще мы всегда рады внешним рекомендациям! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту ( см.контактную информацию ) с пометкой &quot; Внешняя рекомендация на позицию Android разработчика &quot; и получи бонус : 50 000р. за рекомендацию Middle- и 70 000р. за Senior-разработчика, после прохождения им испытательного срока. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",Без требований,Без обязанностей,Без условий,Android|Java|Kotlin,0.5666666666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
10,10,android,Новосибирск,114250.0,126666.66666666669,Movavi,2019-10-13T21:59:59+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture, Movavi Clips - одни из самых популярных продуктов в мире, ими пользуются в 200 странах мира и помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! У нас замечательная команда, и для ее расширения мы ищем старшего Android-разработчика. Приглашаем тебя присоединиться к команде мобильного Видеоредактора - Movavi Clips и вместе с нами создавать одно из самый популярных приложений! Clips - это: кратно растущий мобильный продукт; более 5 000 000 скачиваний приложения на iOS и Android; приложение, которым пользуются в более чем 150 странах. Чем предстоит заниматься: разрабатывать мобильное приложение - Видеоредактор. Для успешного выполнения задач тебе потребуется: опыт программирования на Java/Kotlin от 2-х лет; опыт разработки Android-приложений от 2-х лет; знание Android API 4.3 и выше; знание Git. Не обязательно, но будет круто, если: используешь в разработке DI; умеешь проектировать с использованием MVP или MVVM. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту (см.контактную информацию) с пометкой &quot;Внешняя рекомендация на позицию Android разработчика&quot; и получи бонус : 70 000р. за Senior-разработчика, после прохождения им испытательного срока. Или 50 000р. за рекомендацию уровня Middle. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",Без требований,Без обязанностей,Без условий,Android|Java|Kotlin|Git,0.2333333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
59,59,android,Новосибирск,114250.0,126666.66666666669,МобайлДевелопмент (IceRock Development),2019-10-08T07:23:12+0300,От 3 до 6 лет,Удаленная работа,Частичная занятость,"IceRock Development разрабатывает мобильные и Web приложения. Компания обладает обширной географией проектов (Россия, USA, Европа и т.д.), а наш подход к работе дает большой простор для осуществления сложных архитектурных решений. На текущий момент мы в поиске Android developer-a к нам в компанию для работы удаленно. Чем ты будешь заниматься в нашей команде: В команде и самостоятельно вести разработку проектов на платформе Android; Выбирать технологические решения для разработки проектов на платформе. Осужествлять декомпозицию и оценку скоупа задач; Соблюдать регламенты работы; Что мы хотим видеть у тебя : Практический опыт в разработке на платформе Android от 3-х лет (опыт работ с Kotlin); Опыт коммерческой разработки; Знание архитектуры MVVM, современных гугловых компонентов; Технический английский; Внимательность, ответственность; Будет плюсом: Наличие портфолио завершенных и опубликованных проектов; Возможности вместе с нами: Работа на интересных проектах с профессиональной командой; Работа по гибкому графику из любого города; Получать достойную заработную плату. Если вы ищете удаленную работу и готовы пройти техническое интервью - ждем ваш отклик.",Без требований,Без обязанностей,Без условий,Android|Kotlin,0.43333333333333335,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
123,123,android,Новосибирск,114250.0,126666.66666666669,Тинькофф,2019-09-27T05:38:26+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы пишем финансовые приложения для мобильных устройств и постоянно осваиваем новые технологии. Наши приложения уже обслуживают сотни тысяч клиентов каждый день. Мы активно расширяем нашу команду и ищем разработчика мобильных приложений. Ваши приложения будут оригинальны, технологичны и востребованы! Обязанности: Разработка приложений, относящихся к сферам банковского ПО, социальным сетям; Развитие и документирование библиотеки компонентов мобильных приложений; Эффективное решение нестандартных задач. Требования: Уверенное знание Java Core, Android SDK, RxJava; Умение работать с системой контроля версий git - console, IDE, web (Stash); Английский язык на уровне понимания технической литературы; Опыт разработки приложений, использующих сетевое взаимодействие; Понимание интеграции клиентского приложения в существующую систему; Знание ООП, паттернов проектирования ПО; Умение работать в команде. Существенный плюс: Опыт разработки приложений на Kotlin; Наличие завершённых проектов в магазинах приложений; Понимание в разработке пользовательского интерфейса; Опыт code-review (контроль качества кода); Опыт разработки серверных приложений (Java, Scala, Python); Опыт работы с БД (Oracle, SQLite); Опыт разработки bash/Unix shell-скриптов; Понимание проектного подхода. От нас: Добровольное медицинское страхование (ДМС); Белая заработная плата, достойная твоего профессионального уровня; Ты можешь выбрать для себя подходящее месторасположение офиса: в городе на Советской 5 или в Академгородке; Компенсация на выбор: обедов, такси, парковочного места; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Софинансирование обучения (оплата конференций, курсов).",Без требований," Разработка приложений, относящихся к сферам банковского ПО, социальным сетям; Развитие и документирование библиотеки компонентов мобильных приложений; Эффективное решение нестандартных задач. ",Без условий,Без ключевых навыков,0.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
113,113,android,Новосибирск,120000.0,150000.0,Навигационные системы,2019-10-18T11:15:29+0300,От 3 до 6 лет,Полный день,Полная занятость,"NAVITEL - производитель портативных автонавигаторов и видеорегистраторов, разработчик навигационного программного обеспечения, картографических онлайн-сервисов. Наш основной продукт - Навител Навигатор - это навигационное ПО для мобильных платформ (Android, iOS), автомобильных навигаторов (Linux, Android, QNX) и других устройств. Сервис покрывает страны СНГ, Европы, Азии и Латинской Америки. На протяжении 13 лет мы помогаем в путешествиях более 40 миллионам пользователей. Мы являемся компанией полного цикла: самостоятельно создаем продукт, начиная с производства картографического материала и заканчивая релизами текущих версий для собственной линейки устройств. Помимо Навител Навигатор мы развиваем множество смежных проектов. Например, пишем софт для передачи видеоданных с видеорегистратора на смартфон в реальном времени, с возможностью внесения изменений. Сейчас мы готовы предложить кандидатам задачи в двух командах: Создание нативного GUI Навител Навигатор под Android; Создание мобильных приложений для видеорегистраторов, мультимедийных систем автомобилей и других устройств. Основные технические требования: Уверенные знания Java, Android SDK; Понимание принципов ООП; Понимание принципов многопоточной и асинхронной работы; Технический английский; Опыт коммерческой разработки под Android от трех лет; Широкий кругозор, желание работать в команде и развиваться. Будет плюсом : Знание Kotlin; Знание git, gradle, cmake, bash. Мы предлагаем: Возможность для развития в команде профессионалов; Официальное трудоустройство, полный соц. пакет (оплачиваемый больничный, отпуск); Комфортное рабочее место в новом офисе Наукограда Кольцово, большая парковка, прямой общ. транспорт из Академгородка и от м. Речной вокзал; Гибкий график работы, пятидневная рабочая неделя; Полностью оборудованная кухня в офисе, чай и кофе, комфортная комната отдыха; Насыщенная корпоративная жизнь. А еще мы всегда рады принять в команду разработчиков С++. Порекомендуй те своего друга или знакомого и получите бонус за успешную рекомендацию: 30 000р за рекомендацию Middle- и 50 000р за Senior-разработчика, после прохождения им испытательного срока.",Без требований,Без обязанностей,Без условий,Java|Kotlin|ООП|Android SDK,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
66,66,android,Новосибирск,195000.0,126666.66666666669,TeamDirector,2019-09-25T14:13:11+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"TeamDirector is an American company that develops next-generation computer-assisted dispatch (CAD) applications for all industries. Our team of engineers use the latest in cutting-edge technology to push the envelope on getting the right person to the right place in as little time possible. This job is Full-time, REMOTE . We are looking for Senior Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applications. Android programming works closely with other app development and technical teams. Responsibilities: - Design and build advanced applications for the Android platform - Collaborate with cross-functional teams to define, design, and ship new features - Work with outside data sources and APIs - Unit-test code for robustness, including edge cases, usability, and general reliability - Work on bug fixing and improving application performance - Continuously discover, evaluate, and implement new technologies to maximize development efficiency Requirements: - Proven software development experience and Android skills development - Proven working experience in Android app development and - Have published at least one original Android app - Experience with Android SDK - Experience working with remote data via REST and JSON - Experience with third-party libraries and APIs - Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies - Solid understanding of the full mobile development life cycle. - Technical English level: Intermediate and upper. Non verbal skills required",Без требований,Без обязанностей,Без условий,Android SDK|Android|Java|REST|C++,0.8666666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
