,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,1С-Битрикс,Другое
46,46,остальное,Новосибирск,49750.0,82000.0,Школа программирования СОФТИУМ (ИП Дорогин С.А.),2019-10-06T04:46:37+0300,Нет опыта,Гибкий график,Полная занятость,"Ведущий(преподаватель) в детской школе программирования СОФТИУМ®. Интересная, необычная, позитивная работа для начинающего ИТ специалиста/учителя информатики. Гибкий график работы, возможно совмещение с основной работой. Трудоустройство. Требования: - образование техническое или педагогическое (математика, информатика); - умение взаимодействовать с детьми; - отсутствие ограничений к работе с детьми; - пунктуальность, позитивная общительность обязательно. Обязанности: 1. Проведение развивающих занятий по тематике программирования с детьми от 6 до 14 лет. 2. Участие в различных проектах школы.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
130,130,остальное,Новосибирск,49750.0,82000.0,АК АЛРОСА,2019-10-02T13:56:43+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: участие в сопровождении, доработке отдельных бизнес-процессов\отчётности, устранении ошибок систем SAP; настройка системы, тестирование и перенос доработок в продуктивную систему; выполнение\ курирование процессов обучения, сопровождения, разработки инструкций\регламентов. Требования: высшее образование; опыт внедрения SAP решений по закрепленному направлению не менее 2-х лет (полной занятости); участие не менее чем в одном проекте внедрения SAP на крупном предприятии; знание архитектуры продуктов SAP ERP, BI, PI, SRM; опыт постановки для разработок малой и средней сложности; опыт подготовки операционных инструкций, обучения и поддержки пользователей, участия в миграции данных; практические навыки работы с продуктами поддержки пользователей; практические навыки работы с LSMW, использование механизмов анализа кода ABAP. значительный опыт использования продуктов MS Office (Excel, Access, Visio, Word, PowerPoint) (уровень: продвинутый пользователь); уровень английского языка не ниже Intermediate (B1); стрессоустойчивость, ориентированность на пользователя и работу в команде; готовность к командировкам (10-20% в год); Условия: работа в крупнейшей компании-лидере отрасли; социальный пакет и гарантии."," высшее образование; опыт внедрения SAP решений по закрепленному направлению не менее 2-х лет (полной занятости); участие не менее чем в одном проекте внедрения SAP на крупном предприятии; знание архитектуры продуктов SAP ERP, BI, PI, SRM; опыт постановки для разработок малой и средней сложности; опыт подготовки операционных инструкций, обучения и поддержки пользователей, участия в миграции данных; практические навыки работы с продуктами поддержки пользователей; практические навыки работы с LSMW, использование механизмов анализа кода ABAP. значительный опыт использования продуктов MS Office (Excel, Access, Visio, Word, PowerPoint) (уровень: продвинутый пользователь); уровень английского языка не ниже Intermediate (B1); стрессоустойчивость, ориентированность на пользователя и работу в команде; готовность к командировкам (10-20% в год); "," участие в сопровождении, доработке отдельных бизнес-процессов\отчётности, устранении ошибок систем SAP; настройка системы, тестирование и перенос доработок в продуктивную систему; выполнение\ курирование процессов обучения, сопровождения, разработки инструкций\регламентов. ", работа в крупнейшей компании-лидере отрасли; социальный пакет и гарантии.,Без ключевых навыков,0.6333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
173,173,остальное,Новосибирск,49750.0,82000.0,Брокеркредитсервис,2019-10-08T07:02:47+0300,От 3 до 6 лет,Полный день,Полная занятость,"Итак, чем предстоит заниматься? Разработка прикладной, информационной, интеграционной архитектуры проектов и бизнес-инициатив в соответствии с целевой архитектурой ФГ БКС. Проведение анализа существующих на рынке решений для внедрения в ФГ БКС. Защита и согласование разработанных архитектурных концептов и документов. Поддержка разработанных архитектурных решений: анализ инцидентов и проблем, управление изменениями и новыми требованиями, участие в развитии решений. Поддержание в актуальном состоянии альбома архитектуры по своему направлению. Архитектурный надзор реализуемых проектов. Для этого потребуется: Общий опыт работы на позициях системного архитектора/ведущего разработчика/ системного аналитика или схожих позициях в IT компаниях и банках. Знание принципов построения, шаблонов и паттернов архитектуры предприятия. Опыт работы с одной или несколькими БД: Oracle, MSSQL, PostgreSQL, MongoDB, Cassandra. Опыт взаимодействия с заказчиком, анализа требований и постановки задач разработчикам. Знание основных стандартов, методов и технологий обеспечения информационной безопасности предприятия. Кандидат должен демонстрировать реальные, не теоретические, навыки проектирования ПО. Быть в курсе современных тенденций и шаблонов в области разработки. Приоритет отдается специалистам, имеющим опыт проектирования и разработки микросервисов в стеке Java/Kubernetes/Netflix. Умение делать микросервисы на .Net тоже приветствуется. Базовые знания в области управления проектами. Знание и понимание современных методологий разработки ПО (agile, scrum, kanban). Готовность к редким командировкам (г.Москва) За что предложим справедливую компенсацию: Конкурентный уровень заработной платы (обсуждается по итогам собеседования). Оформление согласно ТК РФ. Возможности профессионального и личного роста. Расположение офиса - м. Площадь Ленина, график работы -гибкий. Льготное приобретение фитнеса в компаниях World Class, фитнес-клуб Европа, X-FIT. Обучение английскому языку со скидкой прямо в офисе и дистанционно. Корпоративная столовая в офисе.",Без требований,Без обязанностей,Без условий,MS SQL|MongoDB|База данных: Oracle|Аналитическое мышление|PostgreSQL,0.43333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
13,13,остальное,Новосибирск,49750.0,82000.0,СКБ Контур,2019-10-07T12:18:17+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Веб-сервисы Контура решают сложные бизнес-задачи, но остаются такими же простыми и удобными, как сайты, которыми мы привыкли пользоваться в повседневной жизни. Нашим клиентам не приходится читать руководство пользователя или ходить на подготовительные курсы — всё получается интуитивно. Как и любое хорошее дизайнерское решение, удобный интерфейс в ретроспективе выглядит очевидным. На самом деле за ним стоит большая работа проектировщика: от начальных исследований до финальных юзабилити-тестирований. Работа в Контуре — прекрасная возможность стать продуктовым дизайнером, расширить профессиональный кругозор, увидеть процесс разработки сложных сервисов и стать полноправным его участником. О проекте Миссия отдела инфраструктурной разработки: помогать продуктам Контура достигать конкурентного преимущества, позволять продуктовым командам сконцентрироваться на решении бизнес-задач своих пользователей, а инфраструктурные моменты брать на себя. Команда инфраструктурной разработки создает общую инфраструктуру для всех команд Контура, а также средства и инструменты для разработчиков. У нас десятки отдельных сервисов, объединенных в одну экосистему. Что делает проектировщик интерфейсов? Вместе с аналитиком формулирует требования, отталкиваясь от задач и сценариев реальных пользователей. Делает концепты интерфейса, обсуждает их с командой. Вместе с юзабилистом тестирует прототип, находит проблемы, улучшает его. Мы представляем себе проектировщика интерфейсов таким: Логически мыслит и умеет обосновывать свои решения. Имеет хороший вкус и чувство прекрасного. Владеет графическим редактором: Sketch, Photoshop или Figma и готов переходить в Figm&#39;у. Прочитал основные книги по проектированию: Купер, Нильсен, Райс, Тафти, Круг, Головач. Имеет опыт в смежных IT-профессиях: верстка, тестирование, аналитика. Подробнее о том, что должен знать и делать проектировщик в Контуре, написано в Контур.Гайдах — https://guides.kontur.ru/principles/uidesigner/. Мы предлагаем: Тесное взаимодействие с разработчиками, возможность выбирать и чередовать задачи. Проектирование главной страницы входа, которую видит каждый пользователь Контура: как внешний, так и внутренний. Внутренние профессиональные сообщества (в Контуре работает слаженная команда проектировщиков), летучки и обмен опытом между командами. Например, каждые полгода мы собираемся вместе, чтобы выступить и послушать доклады на внутренней IT-конференции. Поездки на IT-конференции, митапы, учебные курсы за счет компании, в том числе спикером. Просторный и уютный офис с зонами релакса, с панорамным видом на город, с душем, кухней Корпоративные мероприятия, командные выезды и движухи. Гибкий график работы.",Без требований,Без обязанностей,Без условий,UI|UX|Проектирование пользовательских интерфейсов|Figma|Adobe Photoshop|Sketch,0.4666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
208,208,остальное,Новосибирск,49750.0,82000.0,МегаФон,2019-10-18T06:53:03+0300,Нет опыта,Гибкий график,Стажировка,"За годы работы мы накопили громадный опыт построения и обслуживания IT-систем и по праву считаем себя командой профессионалов! Мы готовы делиться опытом и принять в свой коллектив желающих развиваться. Мы владеем перспективным стеком технологий и постоянно следим за мировым прогрессом в области IT. Мы умеем применять в промышленных системах, то что видим полезным для компании. Если ты разбираешься в IT и хочешь прокачать свои скилы как в технике, так и работы в команде. Если ты хочешь получить бесценный опыт, который может стать отправной точкой твоей карьере. То у тебя есть возможность поработать с настоящими экспертами в области телекоммуникаций и стать полноправным членом крутой команды. Для стажировки мы от тебя ждем: Желание развиваться в IT-сфере; Готовность работать в команде; Высшее образование, преимущественно техническое или IT (последний курс/магистратура/выпускники не позднее 2018 года); Умение осваивать новые рабочие инструменты, работать быстро и схватывать главное; Теоретические знания или опыт работы с базами данных (Oracle, PostgreSQL, Microsoft SQL Server, MySQL), с языками разработки (SQL, Python, C++). У нас тебе предстоит: Работать с биллинговыми системами, которые предоставляют сервис нашим абонентам, нашим внутренним клиентам и нашим партнерам; Научиться работать с БД Oracle и моментально применять свои знания в работе; Участвовать в больших и маленьких IT-проектах. Сколько их будет и какие - зависит от тебя; Разрабатывать автоматизации для облегчения внедрения и тестирования систем. Работать все должно стабильно и без рутинных ручных задач. Придя к нам, ты получишь: Оплачиваемая стажировка; Возможность совмещения с учебой для студентов (20 часов в неделю); Продолжительность стажировки до 31 декабря 2019; Компенсация сотовой связи; Рабочее место в офисе со всем необходимым.",Без требований,Без обязанностей,Без условий,ORACLE|Python|Разработка|SQL|Работа с базами данных|СУБД,0.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
150,150,остальное,Новосибирск,49750.0,82000.0,Positive Technologies,2019-09-25T12:21:33+0300,От 3 до 6 лет,Полный день,Полная занятость,"О компании Positive Technologies — это международная компания с несколькими представительствами и R&amp;D центрами в России и по всему миру, в том числе в Великобритании, Италии, Чехии, Ю.Корее и других странах. В течение 17 лет мы разрабатываем продукты и сервисы в области противодействия современным киберугрозам. В нашей команде 900 экспертов, среди которых высококвалифицированные разработчики, пентестеры, реверс-инженеры, консультанты по защите ERP, SCADA, банков и телекомов, веб- и мобильных приложений. Наш дизайнер Имеет опыт проектирования интерфейсов CRM-систем, систем документооборота, промышленных или других подобных систем. Имеет минимальный технический бэкграунд (знает в общих чертах, как работает интернет) и способен разобраться в новой для себя предметной области. Один на один с ИБ не оставим. Про интерфейсные компоненты см. Илью Бирмана про замкнутость Умеет поддерживать логичность и целостность базовых интерфейсных компонентов и следить за консистентностью всего продукта. Готов проверять свои гипотезы и макеты коридорным тестированием, анкетами, может провести юзабилити-тестирование. Обладает вкусом и чувством эстетики. Считает, что удобство, эффективность и красота могут сочетаться в одном продукте. О команде Дизайнеров семь человек (пять в Москве, двое в Новосибирске). Каждый из них тесно работает со своей продуктовой командой, периодически все общаются между собой. Работаем в Скетче, возможно будем переезжать на Фигму, пробуем ее. Есть свой UI kit, своя база UI-компонентов на Angular и некоторое количество гайдлайнов и паттернов использования. Фронтендеры и бэкендеры, которые не говорят «ой, это невозможно». Процессы в разных проектах немного разные, но в среднем работа над очередной фичей проходит примерно так: раннее обсуждение фичи, проектирование сценариев, скетчи, макеты, авторский надзор за реализацией, пользовательское исследование сделанной фичи. Что еще, кроме работы В Новосибирске у нас 2 офиса (Город + Академ) - на выбор. У каждого из нас полис ДМС со стоматологией. Шесть недель оплачиваемого отпуска в год. Удобный график работы (начало в 9:00-11:00). Дресс-кода нет — мы за свободу в выборе стиля. Конкурентоспособная белая заработная плата.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.8666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
148,148,остальное,Новосибирск,49750.0,82000.0,КардПэй,2019-10-17T07:42:31+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Cardpay - международная финтех компания, предоставляющая своим клиентам высококачественный сервис обслуживания карточных онлайн-платежей. Являясь авторизованным партнером Visa и MasterCard , Cardpay обеспечивает оперативную обработку платежных транзакций для ведущих онлайн-компаний Европы, Азиатско-Тихоокеанского региона и стран СНГ. Наш бизнес стабильно растет, в том числе, благодаря развитию инновационных технологических решений. Чтобы оставаться в авангарде отрасли мы расширяем наш R&amp;D офис в Новосибирске и развиваем команду разработки. От вас: знать принципы проектирования web и mobile пользовательских интерфейсов; опыт проектирования финансовых приложений будет огромным плюсом; умение делать прототипы и свободное владение инструментами: Sketch, Zeplin и Invision, Figma, Photoshop; отличное знание iOS и Android guide; знание принципов Юзабилити-тестирования; готовность принимать быстро решения и уметь работать в рамках ограниченных сроков; портфолио обязательно. Что нужно делать: проектировать и прототипировать интерфейсы электронного кошелька (web и mobile), приложений Android и iOS; прорабатывать сценарии поведения пользователей в web-кошельке и в мобильном приложении; принимать непосредственное участие в процессе анализа нового функционала со стороны UX\UI; брать на себя ответственность и аргументировать свои решения; непрерывно взаимодействовать с продуктовой командой, командой web и мобильной разработки и тестирования; разрабатывать и поддерживать в актуальном состоянии UI Guidelines. Мы будем рады предложить: Достойную компенсацию , которая позволит сосредоточиться на развитии проекта и своем профессиональном росте. Сильную команду , увлеченную своим делом, в которой есть у кого поучиться. Сложные и интересные задачи - реальная практика в построении масштабных сервисов, оптимизация, тонкости работы с нагрузками, распределением задач и т.п. Рост и развитие - обучение на боевых задачах, сертификация, курсы английского, участие в мероприятия IT индустрии. Комфортные условия работы - офис со всеми условиями и удобствами (включая кухню-столовую в офисе, современную технику).",Без требований,Без обязанностей,Без условий,Sketch|Zeplin|Web Design|Mobile Design,0.13333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
74,74,остальное,Новосибирск,49750.0,82000.0,R-Style Softlab (Эр-Стайл Софтлаб),2019-10-18T16:34:52+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Сопровождение хранилища данных; Настройка бизнес-приложений; Консультации и обучения пользователей; Разработка проектной и пользовательской документации. Требования: Опыт работы в сфере разработки/внедрения/сопровождения ПО; Знание теории БД, практический опыт работы с БД, знание SQL на уровне написания запросов, понимания кода; Навыки разработки проектной и пользовательской документации; Навыки в разработке форм ОЦБ; Знание СУБД Oracle, MS SQL Server. Условия: Заработная плата официальная: оклад и достойные премии по результатам работы; Соблюдение ТК РФ; Корпоративное обучение; Добровольное Медицинское Страхование."," Опыт работы в сфере разработки/внедрения/сопровождения ПО; Знание теории БД, практический опыт работы с БД, знание SQL на уровне написания запросов, понимания кода; Навыки разработки проектной и пользовательской документации; Навыки в разработке форм ОЦБ; Знание СУБД Oracle, MS SQL Server. ", Сопровождение хранилища данных; Настройка бизнес-приложений; Консультации и обучения пользователей; Разработка проектной и пользовательской документации. , Заработная плата официальная: оклад и достойные премии по результатам работы; Соблюдение ТК РФ; Корпоративное обучение; Добровольное Медицинское Страхование.,SQL|MS SQL Server|MS SQL,0.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
238,238,остальное,Новосибирск,49750.0,82000.0,ЕвразХолдинг,2019-10-14T06:30:29+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: 1) Проведение предпроектных обследований и постановка задач 2) Настройка функциональности SAP систем 3) Разработка и согласование проектных решений и документации 4) Подготовка спецификаций для ABAP программистов 5) Диагностика ошибок и тестирование разработок других исполнителей 6) Обеспечивает сопровождение ИС (выполнение запросов на изменение) Требования: 1) Знание функциональности и опыт настройки SAP ERP по любому из модулей/систем: MM, FI, PM, CO, BI\BW, HCM, SD, SRM, MDG, APO 2) Знание бизнес-процессов и особенностей предметной области объектов автоматизации 3) Иностранный язык: английский технический/разговорный 4) Навыки владения ПК: профессионал 5) Опыт работы в команде 6) Личные качества: системное мышление, аналитические способности, ответственность ​​​",Без требований, 1) Проведение предпроектных обследований и постановка задач 2) Настройка функциональности SAP систем 3) Разработка и согласование проектных решений и документации 4) Подготовка спецификаций для ABAP программистов 5) Диагностика ошибок и тестирование разработок других исполнителей 6) Обеспечивает сопровождение ИС (выполнение запросов на изменение) ,Без условий,SAP ERP|Английский язык|SQL|MS SQL|SAP Project,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
21,21,остальное,Новосибирск,49750.0,82000.0,МТС,2019-10-07T10:52:39+0300,От 1 года до 3 лет,Полный день,Полная занятость,"МТС - ведущий телекоммуникационный оператор России и стран СНГ. Компания предоставляет широкий спектр услуг и продуктов более чем 100 миллионам абонентов. В сегодняшнем Digital-мире IT становится конкурентным преимуществом. IT направление в нашей компании стремительно развивается. Мы создаем инновационные решения для клиентов и сотрудников компании. Мы применяем современные framework’и и практики разработки. Мы даем возможности для роста и раскрытия потенциала. Мы делаем МТС Digital компанией. В ваши обязанности будет входить: Согласование запросов на организацию рабочих мест, выдачу дополнительного ИТ-оборудования; Распределение оборудования, контроль наличия оборудования на складах резерва; Распределение ЗИП, анализ потребности и обеспечение наличия ЗИП; Определение потребности и организация замен устаревшего оборудования. От Вас мы ждем: Высшее техническое образование; Работа в команде, с коллегами смежных подразделений; Ответственность, открытость, исполнительность, инициативность, готовность к ненормированному рабочему дню. Мы, в свою очередь гарантируем: Стабильная белая заработная плата, премии; Скучно не будет - множество интересных и сложных проектов; Саморазвитие - мы сделали обучение доступным. Вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников; Развитие в компании - Вы сами выбираете: стать экспертом или руководителем; Здоровье своих сотрудников - ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж; Спорт - корпоративные соревнования по футболу, баскетболу и волейболу, различные спорт-программы или компенсация вашего фитнес-абонемента; Хороший отдых- отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно, а также различные скидки на путешествия от наших партнеров; Возможности раскрыть талант - мы поддерживаем хобби сотрудников, у нас есть корпоративный театр и кукольный театр; Социальную ответственность - мы помогаем детям из детских домов, обучаем пенсионеров безопасному поведению в сети, сдаем кровь, очищаем парки от мусора на волонтерских субботниках и многое другое.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.4666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
225,225,остальное,Новосибирск,49750.0,82000.0,АК АЛРОСА,2019-09-23T16:53:27+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: опыт работы в инжиниринге, в области MES, SCADA или в эксплуатации производственных систем уровней MES, SCADA; опыт работы с MS SQL и отчетами MS Reporting Services; знание T-SQL, проектирование баз данных; опыт работы с C#, .NET Framework; администрирование баз данных, серверов, виртуальных машин. Преимущества : знания Ampla; опыт разработки MES систем на основе продуктов Wonderware (Archestra, Historian, InTouch, Skelta BPM), систем диспетчерского контроля и автоматизированного управления технологическими процессами; опыт работы с программными продуктами: Wonderware, Rockwell Automation, Schneider Electric, Siemens, GE Intelligent Platforms, OSISoft, Honywell. Требования: профильное высшее техническое образование со специализацией в области программирования, автоматизации (АСУ, АСУ ТП, Прикладная математика, Информационные технологии и программирование). Условия: работа в одной из крупнейших компаний России и крупнейшей в мире в своей отрасли; заработная плата обсуждается с финальными кандидатами."," профильное высшее техническое образование со специализацией в области программирования, автоматизации (АСУ, АСУ ТП, Прикладная математика, Информационные технологии и программирование). "," опыт работы в инжиниринге, в области MES, SCADA или в эксплуатации производственных систем уровней MES, SCADA; опыт работы с MS SQL и отчетами MS Reporting Services; знание T-SQL, проектирование баз данных; опыт работы с C#, .NET Framework; администрирование баз данных, серверов, виртуальных машин. Преимущества : знания Ampla; опыт разработки MES систем на основе продуктов Wonderware (Archestra, Historian, InTouch, Skelta BPM), систем диспетчерского контроля и автоматизированного управления технологическими процессами; опыт работы с программными продуктами: Wonderware, Rockwell Automation, Schneider Electric, Siemens, GE Intelligent Platforms, OSISoft, Honywell. ", работа в одной из крупнейших компаний России и крупнейшей в мире в своей отрасли; заработная плата обсуждается с финальными кандидатами.,Без ключевых навыков,0.9333333333333332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
42,42,остальное,Новосибирск,49750.0,75000.0,"TutorOnline (Форстад, ООО)",2019-10-15T14:55:23+0300,От 1 года до 3 лет,Удаленная работа,Частичная занятость,"TutorOnline.ru - школа нового поколения приглашает профессионалов, единомышленников для работы с учащимися разных возрастов. Нуждаемся в опытных, современных, творческих педагогах, которые нацелены на результат. Мы предлагаем преподавателям возможность работы в удобное время, ежедневную поддержку и консультацию. Профессиональные требования: • профессиональное образование; • безусловное знание своего предмета; • обязательный опыт преподавательской деятельности; • нацеленность на результат; • небезразличное отношение к ученикам; • готовность использовать современные информационные технологии в образовательном процессе; • приветствуется творческий подход; • базовые компьютерные навыки, стабильный интернет. Обязанности: • проведение индивидуальных занятий по курсам, предметам (устранение пробелов в знаниях, повышение уровня успеваемости, систематизация знаний по предмету); • подготовка учащихся к ЕГЭ и ОГЭ, различным тестам и олимпиадам; • подготовка к экзаменам, сессиям (для студентов); • индивидуальный подход в обучении; • участие в проектной работе школы. Условия: • гибкое расписание (по согласованию); • работа с желаемой категорией учеников (младшие классы, 5-9 классы, старшеклассники, студенты, взрослые); • оплата труда от 20 000 до 75 000; • тип работы – дистанционное онлайн обучение.",Без требований,Без обязанностей," • гибкое расписание (по согласованию); • работа с желаемой категорией учеников (младшие классы, 5-9 классы, старшеклассники, студенты, взрослые); • оплата труда от 20 000 до 75 000; • тип работы – дистанционное онлайн обучение.",Пользователь ПК|Грамотность|Пунктуальность|Исполнительность|Информатика,0.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
159,159,остальное,Новосибирск,49750.0,90000.0,Homework,2019-10-18T13:02:50+0300,Нет опыта,Удаленная работа,Частичная занятость,"Компания Homework занимает на рынке образовательных услуг лидирующие позиции более 15 лет! Сегодня мы приглашаем к сотрудничеству авторов работ по Hyper V. Вы Автор? Чем может быть полезен Homework Вам? Вы можете выполнять столько заказов, сколько позволяет Ваш график, и по тем направлениям, которые Вам интересны. Вы гарантированно и в срок получаете вознаграждение за выполненную работу (у нас есть для этого все технические возможности). У Вас есть личный менеджер, который курирует заказы, и готов ответить на любой Ваш вопрос, что отличает нас от других аналогичных порталов. Вам предоставляется уникальный on-line сервис, который в Вашем распоряжении 24 часа. Наши пожелания к кандидату: Высшее образование (наличие ученой степени или звания - желательно ) Опыт написания работ, или опыт преподавания в учебных заведениях будет Вашим преимуществом; Опыт практической деятельности в данной сфере - будет преимуществом; Если Вы готовы писать работы технических направлений (и Ваша квалификация позволяет писать Вам работы повышенной сложности), то мы особенно заинтересованы в сотрудничестве! Что Вам нужно сделать для того, чтобы стать автором? Шаг 1. Вы отправляете отклик на данную вакансию и с Вами связывается наш менеджер. Шаг 2. Вы создаете личный кабинет и начинаете пользоваться системой. Шаг 3. Вы начинаете работать!",Без требований,Без обязанностей,Без условий,Написание статей,0.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
